id,trip_id,bus_id,from_time_going,to_time_going,from_time_return,to_time_return,date_start,date_end,status,type,event
3477,589,0982c18e-fe14-477c-9e79-34c3e4a3188a,07:56:32,13:36:21,20:43:57,23:00:10,2024-01-07,2024-01-07,pending,all,stopped
3478,464,0982c18e-fe14-477c-9e79-34c3e4a3188a,06:48:23,08:16:49,09:03:00,17:49:43,2024-01-08,2024-01-08,pending,all,stopped
3479,428,0982c18e-fe14-477c-9e79-34c3e4a3188a,00:49:16,15:03:51,17:31:32,21:05:57,2024-01-09,2024-01-09,pending,all,stopped
3480,438,0982c18e-fe14-477c-9e79-34c3e4a3188a,02:34:21,17:55:13,05:05:23,19:07:20,2024-01-10,2024-01-10,pending,all,stopped
3481,545,0982c18e-fe14-477c-9e79-34c3e4a3188a,06:03:22,09:16:55,04:42:06,23:26:18,2024-01-11,2024-01-11,pending,all,stopped
3482,424,30ea27c2-8db8-4d8a-81e6-98ad29055868,05:09:16,22:22:20,02:36:57,23:37:47,2024-01-12,2024-01-12,pending,all,stopped
3483,542,30ea27c2-8db8-4d8a-81e6-98ad29055868,01:42:36,16:05:49,10:02:13,10:57:16,2024-01-13,2024-01-13,pending,all,stopped
3484,589,30ea27c2-8db8-4d8a-81e6-98ad29055868,08:56:01,19:06:04,11:19:49,15:43:34,2024-01-14,2024-01-14,pending,all,stopped
3485,489,30ea27c2-8db8-4d8a-81e6-98ad29055868,17:59:35,21:36:08,06:01:02,15:56:22,2024-01-15,2024-01-15,pending,all,stopped
3486,476,30ea27c2-8db8-4d8a-81e6-98ad29055868,03:53:24,11:54:10,12:07:42,21:25:52,2024-01-16,2024-01-16,pending,all,stopped
3487,493,e1d67867-358e-4114-9940-0ca94c5c6a7a,08:14:16,20:48:44,07:22:12,21:58:47,2024-04-14,2024-04-14,pending,all,stopped
3488,426,e1d67867-358e-4114-9940-0ca94c5c6a7a,08:33:50,15:04:55,15:57:20,17:52:03,2024-04-15,2024-04-15,pending,all,stopped
3489,587,e1d67867-358e-4114-9940-0ca94c5c6a7a,04:27:11,08:51:29,07:46:04,08:23:06,2024-04-16,2024-04-16,pending,all,stopped
3490,486,e1d67867-358e-4114-9940-0ca94c5c6a7a,18:57:41,20:06:07,10:50:23,11:45:48,2024-04-17,2024-04-17,pending,all,stopped
3491,517,e1d67867-358e-4114-9940-0ca94c5c6a7a,14:44:14,19:50:24,07:13:55,18:24:18,2024-04-18,2024-04-18,pending,all,stopped
3492,548,44ec9584-ce37-43ab-8753-3d3b2e84c308,16:45:55,21:58:00,13:12:44,23:22:15,2024-07-22,2024-07-22,pending,all,stopped
3493,508,44ec9584-ce37-43ab-8753-3d3b2e84c308,10:22:20,19:59:36,00:23:58,04:35:54,2024-07-23,2024-07-23,pending,all,stopped
3494,516,44ec9584-ce37-43ab-8753-3d3b2e84c308,08:34:56,16:29:15,08:21:29,12:48:06,2024-07-24,2024-07-24,pending,all,stopped
3495,562,44ec9584-ce37-43ab-8753-3d3b2e84c308,10:18:27,16:40:00,06:10:21,06:43:32,2024-07-25,2024-07-25,pending,all,stopped
3496,592,44ec9584-ce37-43ab-8753-3d3b2e84c308,11:01:23,21:50:04,18:54:49,21:57:08,2024-07-26,2024-07-26,pending,all,stopped
3497,542,0a8e6369-c2e4-4c59-a595-a42b73230f28,09:01:35,10:56:35,10:52:13,16:54:53,2024-04-30,2024-04-30,pending,all,stopped
3498,506,0a8e6369-c2e4-4c59-a595-a42b73230f28,07:16:53,09:53:31,04:42:49,09:26:43,2024-05-01,2024-05-01,pending,all,stopped
3499,512,0a8e6369-c2e4-4c59-a595-a42b73230f28,07:03:21,07:47:00,12:45:55,13:26:07,2024-05-02,2024-05-02,pending,all,stopped
3500,602,0a8e6369-c2e4-4c59-a595-a42b73230f28,02:51:10,11:39:13,11:19:27,13:36:12,2024-05-03,2024-05-03,pending,all,stopped
3501,478,0a8e6369-c2e4-4c59-a595-a42b73230f28,04:21:47,05:39:39,16:25:14,20:00:09,2024-05-04,2024-05-04,pending,all,stopped
3502,464,31da6be4-9021-4838-be90-a8b0b5d2a149,09:14:47,12:11:28,16:23:51,20:13:30,2024-03-15,2024-03-15,pending,all,stopped
3503,472,31da6be4-9021-4838-be90-a8b0b5d2a149,05:45:20,12:29:54,08:04:52,12:02:26,2024-03-16,2024-03-16,pending,all,stopped
3504,451,31da6be4-9021-4838-be90-a8b0b5d2a149,10:03:34,17:03:26,16:03:24,16:34:25,2024-03-17,2024-03-17,pending,all,stopped
3505,538,31da6be4-9021-4838-be90-a8b0b5d2a149,03:16:50,10:03:03,04:02:01,13:51:47,2024-03-18,2024-03-18,pending,all,stopped
3506,505,31da6be4-9021-4838-be90-a8b0b5d2a149,12:16:44,22:52:19,07:09:45,10:08:12,2024-03-19,2024-03-19,pending,all,stopped
3507,537,d1c3f192-c496-42dc-91be-2caf5d2107f6,05:22:42,06:01:04,03:32:59,23:40:01,2023-11-15,2023-11-15,pending,all,stopped
3508,575,d1c3f192-c496-42dc-91be-2caf5d2107f6,07:42:44,23:31:20,07:52:24,18:20:44,2023-11-16,2023-11-16,pending,all,stopped
3509,479,d1c3f192-c496-42dc-91be-2caf5d2107f6,13:26:17,16:33:46,05:56:46,11:46:50,2023-11-17,2023-11-17,pending,all,stopped
3510,479,d1c3f192-c496-42dc-91be-2caf5d2107f6,04:53:32,15:40:51,06:42:40,22:18:09,2023-11-18,2023-11-18,pending,all,stopped
3511,452,d1c3f192-c496-42dc-91be-2caf5d2107f6,09:20:54,16:58:37,04:23:19,17:24:43,2023-11-19,2023-11-19,pending,all,stopped
3512,570,10dc20d7-754b-4aca-bf7c-ced18139a34c,02:10:37,08:29:22,08:22:19,23:40:10,2023-10-31,2023-10-31,pending,all,stopped
3513,426,10dc20d7-754b-4aca-bf7c-ced18139a34c,05:09:41,11:57:16,06:21:01,10:48:27,2023-11-01,2023-11-01,pending,all,stopped
3514,592,10dc20d7-754b-4aca-bf7c-ced18139a34c,08:48:40,18:20:16,04:26:38,15:15:19,2023-11-02,2023-11-02,pending,all,stopped
3515,435,10dc20d7-754b-4aca-bf7c-ced18139a34c,04:25:41,16:50:29,00:52:01,13:30:55,2023-11-03,2023-11-03,pending,all,stopped
3516,464,10dc20d7-754b-4aca-bf7c-ced18139a34c,04:19:33,08:27:20,13:46:06,17:51:36,2023-11-04,2023-11-04,pending,all,stopped
3517,413,ab4f8c2a-9f7e-4179-8c5b-c13b723675e1,06:30:26,22:28:42,01:14:04,01:59:03,2023-12-20,2023-12-20,pending,all,stopped
3518,587,ab4f8c2a-9f7e-4179-8c5b-c13b723675e1,09:42:34,16:13:40,14:25:38,15:35:05,2023-12-21,2023-12-21,pending,all,stopped
3519,463,ab4f8c2a-9f7e-4179-8c5b-c13b723675e1,07:06:14,22:49:51,15:10:21,22:14:51,2023-12-22,2023-12-22,pending,all,stopped
3520,488,ab4f8c2a-9f7e-4179-8c5b-c13b723675e1,14:15:43,23:56:57,13:09:38,18:56:23,2023-12-23,2023-12-23,pending,all,stopped
3521,563,ab4f8c2a-9f7e-4179-8c5b-c13b723675e1,01:49:01,11:48:14,18:24:37,23:25:43,2023-12-24,2023-12-24,pending,all,stopped
3522,464,c660af78-2a06-4b94-a766-e6fab1d119f1,06:55:22,22:25:03,18:49:17,20:41:27,2024-02-16,2024-02-16,pending,all,stopped
3523,465,c660af78-2a06-4b94-a766-e6fab1d119f1,02:26:38,05:57:10,06:16:45,22:10:23,2024-02-17,2024-02-17,pending,all,stopped
3524,444,c660af78-2a06-4b94-a766-e6fab1d119f1,14:24:14,15:16:44,03:32:42,16:42:29,2024-02-18,2024-02-18,pending,all,stopped
3525,520,c660af78-2a06-4b94-a766-e6fab1d119f1,05:54:37,08:50:34,14:32:30,23:42:25,2024-02-19,2024-02-19,pending,all,stopped
3526,559,c660af78-2a06-4b94-a766-e6fab1d119f1,02:56:49,16:49:53,04:26:22,08:46:50,2024-02-20,2024-02-20,pending,all,stopped
3527,476,637dbc79-7033-40d5-89d5-b7e778b9cbb6,04:02:12,05:29:26,02:57:51,12:17:38,2024-02-06,2024-02-06,pending,all,stopped
3528,531,637dbc79-7033-40d5-89d5-b7e778b9cbb6,09:30:42,13:00:09,14:42:25,19:56:16,2024-02-07,2024-02-07,pending,all,stopped
3529,565,637dbc79-7033-40d5-89d5-b7e778b9cbb6,09:24:32,21:04:19,18:09:44,19:29:51,2024-02-08,2024-02-08,pending,all,stopped
3530,439,637dbc79-7033-40d5-89d5-b7e778b9cbb6,02:52:53,16:40:03,06:47:56,14:13:58,2024-02-09,2024-02-09,pending,all,stopped
3531,592,637dbc79-7033-40d5-89d5-b7e778b9cbb6,00:48:41,19:25:35,13:22:55,19:06:18,2024-02-10,2024-02-10,pending,all,stopped
3532,453,42efe2f7-a293-4c9f-a876-d7ae2f572d71,12:12:48,18:28:01,02:07:05,15:45:04,2024-06-18,2024-06-18,pending,all,stopped
3533,593,42efe2f7-a293-4c9f-a876-d7ae2f572d71,07:34:36,21:33:51,16:03:50,21:41:24,2024-06-19,2024-06-19,pending,all,stopped
3534,532,42efe2f7-a293-4c9f-a876-d7ae2f572d71,18:45:23,23:22:44,01:58:33,07:10:44,2024-06-20,2024-06-20,pending,all,stopped
3535,496,42efe2f7-a293-4c9f-a876-d7ae2f572d71,19:21:36,23:07:06,01:34:16,16:35:58,2024-06-21,2024-06-21,pending,all,stopped
3536,563,42efe2f7-a293-4c9f-a876-d7ae2f572d71,07:56:57,19:30:18,07:26:25,13:10:03,2024-06-22,2024-06-22,pending,all,stopped
3537,446,0e0388e6-d40e-4678-9c2d-d1fd91a221f1,04:59:18,23:50:19,01:57:24,18:51:38,2024-01-02,2024-01-02,pending,all,stopped
3538,480,0e0388e6-d40e-4678-9c2d-d1fd91a221f1,06:43:58,12:59:38,00:49:43,11:21:02,2024-01-03,2024-01-03,pending,all,stopped
3539,419,0e0388e6-d40e-4678-9c2d-d1fd91a221f1,09:58:07,20:03:12,12:40:03,20:06:53,2024-01-04,2024-01-04,pending,all,stopped
3540,418,0e0388e6-d40e-4678-9c2d-d1fd91a221f1,03:30:34,10:43:24,07:35:32,12:27:13,2024-01-05,2024-01-05,pending,all,stopped
3541,550,0e0388e6-d40e-4678-9c2d-d1fd91a221f1,15:44:44,20:48:57,14:40:07,19:19:53,2024-01-06,2024-01-06,pending,all,stopped
3542,408,9c942028-b9b0-4a1f-b1ee-856193d7de7c,04:12:43,09:12:05,14:26:54,17:19:57,2024-09-18,2024-09-18,pending,all,stopped
3543,486,9c942028-b9b0-4a1f-b1ee-856193d7de7c,04:00:15,07:45:29,00:32:01,12:09:38,2024-09-19,2024-09-19,pending,all,stopped
3544,405,9c942028-b9b0-4a1f-b1ee-856193d7de7c,13:08:30,20:03:25,07:14:03,19:22:15,2024-09-20,2024-09-20,pending,all,stopped
3545,412,9c942028-b9b0-4a1f-b1ee-856193d7de7c,11:57:52,16:49:12,12:45:04,17:40:41,2024-09-21,2024-09-21,pending,all,stopped
3546,570,9c942028-b9b0-4a1f-b1ee-856193d7de7c,13:45:01,16:28:35,01:19:42,20:17:53,2024-09-22,2024-09-22,pending,all,stopped
3547,539,5c61f4bb-2d42-42dc-8f05-e484444546fe,04:24:59,06:30:24,02:04:10,06:01:30,2024-03-08,2024-03-08,pending,all,stopped
3548,547,5c61f4bb-2d42-42dc-8f05-e484444546fe,09:22:26,09:36:42,03:57:24,08:37:07,2024-03-09,2024-03-09,pending,all,stopped
3549,502,5c61f4bb-2d42-42dc-8f05-e484444546fe,00:58:04,03:54:42,05:49:59,22:54:03,2024-03-10,2024-03-10,pending,all,stopped
3550,463,5c61f4bb-2d42-42dc-8f05-e484444546fe,10:07:35,23:10:31,04:02:05,09:30:11,2024-03-11,2024-03-11,pending,all,stopped
3551,496,5c61f4bb-2d42-42dc-8f05-e484444546fe,03:40:12,14:15:55,06:13:34,18:00:19,2024-03-12,2024-03-12,pending,all,stopped
3552,578,15f75da5-4afe-4614-89df-2983073abd5c,09:04:13,22:50:56,02:31:05,23:40:21,2023-12-18,2023-12-18,pending,all,stopped
3553,466,15f75da5-4afe-4614-89df-2983073abd5c,16:50:43,20:01:31,04:35:06,11:40:11,2023-12-19,2023-12-19,pending,all,stopped
3554,439,15f75da5-4afe-4614-89df-2983073abd5c,17:33:32,21:36:55,08:46:29,23:34:04,2023-12-20,2023-12-20,pending,all,stopped
3555,500,15f75da5-4afe-4614-89df-2983073abd5c,03:34:16,13:08:12,01:55:29,23:40:05,2023-12-21,2023-12-21,pending,all,stopped
3556,573,15f75da5-4afe-4614-89df-2983073abd5c,03:14:46,04:41:56,12:14:42,14:50:10,2023-12-22,2023-12-22,pending,all,stopped
3557,594,e4b3c30c-b433-4906-9ea2-3489416c5e3f,04:08:14,12:50:02,11:28:39,17:04:44,2024-09-15,2024-09-15,pending,all,stopped
3558,455,e4b3c30c-b433-4906-9ea2-3489416c5e3f,14:23:02,14:59:52,16:15:59,23:55:33,2024-09-16,2024-09-16,pending,all,stopped
3559,560,e4b3c30c-b433-4906-9ea2-3489416c5e3f,07:09:16,17:56:07,14:35:58,21:01:58,2024-09-17,2024-09-17,pending,all,stopped
3560,587,e4b3c30c-b433-4906-9ea2-3489416c5e3f,01:55:22,11:10:00,03:45:53,11:30:55,2024-09-18,2024-09-18,pending,all,stopped
3561,515,e4b3c30c-b433-4906-9ea2-3489416c5e3f,00:21:51,04:45:30,03:14:49,04:22:17,2024-09-19,2024-09-19,pending,all,stopped
3562,540,8e5a81bb-4700-4afc-ad2d-d397ba78af68,09:28:40,18:34:33,12:20:06,16:47:30,2023-10-30,2023-10-30,pending,all,stopped
3563,556,8e5a81bb-4700-4afc-ad2d-d397ba78af68,07:25:52,17:32:15,10:54:07,13:28:10,2023-10-31,2023-10-31,pending,all,stopped
3564,596,8e5a81bb-4700-4afc-ad2d-d397ba78af68,05:34:46,20:29:12,05:59:23,20:56:51,2023-11-01,2023-11-01,pending,all,stopped
3565,422,8e5a81bb-4700-4afc-ad2d-d397ba78af68,01:19:17,01:53:01,16:07:34,20:26:06,2023-11-02,2023-11-02,pending,all,stopped
3566,411,8e5a81bb-4700-4afc-ad2d-d397ba78af68,07:24:01,21:33:55,22:03:33,22:46:47,2023-11-03,2023-11-03,pending,all,stopped
3567,486,1a5a2e70-8f75-4cdc-901b-1375e672ae44,08:46:29,10:48:03,00:49:46,23:41:29,2023-12-07,2023-12-07,pending,all,stopped
3568,581,1a5a2e70-8f75-4cdc-901b-1375e672ae44,04:12:29,16:46:55,13:00:12,22:23:03,2023-12-08,2023-12-08,pending,all,stopped
3569,489,1a5a2e70-8f75-4cdc-901b-1375e672ae44,09:15:08,20:13:40,15:36:18,22:22:23,2023-12-09,2023-12-09,pending,all,stopped
3570,408,1a5a2e70-8f75-4cdc-901b-1375e672ae44,04:41:03,14:04:15,09:18:10,11:14:17,2023-12-10,2023-12-10,pending,all,stopped
3571,503,1a5a2e70-8f75-4cdc-901b-1375e672ae44,04:19:50,16:08:42,12:25:45,15:00:23,2023-12-11,2023-12-11,pending,all,stopped
3572,600,f8ab3fd2-49e6-4de3-a253-4dc910627e51,14:17:12,23:31:20,03:58:46,14:22:59,2024-01-09,2024-01-09,pending,all,stopped
3573,406,f8ab3fd2-49e6-4de3-a253-4dc910627e51,17:23:48,19:44:40,02:22:41,17:19:39,2024-01-10,2024-01-10,pending,all,stopped
3574,582,f8ab3fd2-49e6-4de3-a253-4dc910627e51,02:20:51,17:28:59,03:14:12,04:16:58,2024-01-11,2024-01-11,pending,all,stopped
3575,511,f8ab3fd2-49e6-4de3-a253-4dc910627e51,03:33:27,20:27:15,21:31:18,23:05:33,2024-01-12,2024-01-12,pending,all,stopped
3576,432,f8ab3fd2-49e6-4de3-a253-4dc910627e51,03:09:48,05:52:51,02:14:33,13:00:39,2024-01-13,2024-01-13,pending,all,stopped
3577,464,cc21ffc2-ee7a-4924-884b-1040759571b7,13:12:00,21:09:02,04:14:13,12:41:00,2024-01-19,2024-01-19,pending,all,stopped
3578,418,cc21ffc2-ee7a-4924-884b-1040759571b7,06:27:50,20:09:09,01:12:41,22:44:02,2024-01-20,2024-01-20,pending,all,stopped
3579,448,cc21ffc2-ee7a-4924-884b-1040759571b7,05:39:35,17:41:56,03:12:15,09:12:45,2024-01-21,2024-01-21,pending,all,stopped
3580,475,cc21ffc2-ee7a-4924-884b-1040759571b7,16:16:49,19:17:54,10:57:50,12:54:26,2024-01-22,2024-01-22,pending,all,stopped
3581,429,cc21ffc2-ee7a-4924-884b-1040759571b7,00:58:13,15:41:19,03:43:26,16:03:27,2024-01-23,2024-01-23,pending,all,stopped
3582,414,a6a0dc06-580d-43c5-b4d9-64d63e4a4468,05:15:47,13:20:13,10:47:43,23:41:50,2024-05-02,2024-05-02,pending,all,stopped
3583,512,a6a0dc06-580d-43c5-b4d9-64d63e4a4468,08:11:24,18:52:56,15:04:31,23:05:23,2024-05-03,2024-05-03,pending,all,stopped
3584,520,a6a0dc06-580d-43c5-b4d9-64d63e4a4468,00:19:28,22:49:26,16:37:41,22:58:46,2024-05-04,2024-05-04,pending,all,stopped
3585,472,a6a0dc06-580d-43c5-b4d9-64d63e4a4468,04:29:33,14:45:35,19:39:33,22:47:10,2024-05-05,2024-05-05,pending,all,stopped
3586,574,a6a0dc06-580d-43c5-b4d9-64d63e4a4468,06:58:35,09:14:12,02:46:24,19:50:29,2024-05-06,2024-05-06,pending,all,stopped
3587,543,171a16ef-4d0e-474a-a9a0-d98161724213,08:02:15,22:30:08,11:57:05,15:46:13,2024-01-04,2024-01-04,pending,all,stopped
3588,407,171a16ef-4d0e-474a-a9a0-d98161724213,12:55:34,17:26:28,16:25:51,20:36:38,2024-01-05,2024-01-05,pending,all,stopped
3589,540,171a16ef-4d0e-474a-a9a0-d98161724213,08:53:46,19:26:06,06:42:33,11:41:08,2024-01-06,2024-01-06,pending,all,stopped
3590,443,171a16ef-4d0e-474a-a9a0-d98161724213,16:16:07,18:41:36,05:45:07,14:02:10,2024-01-07,2024-01-07,pending,all,stopped
3591,505,171a16ef-4d0e-474a-a9a0-d98161724213,05:24:49,19:41:40,08:10:58,18:23:36,2024-01-08,2024-01-08,pending,all,stopped
3592,482,de93ca01-f28e-425a-8cb2-843648de4684,06:49:01,07:38:14,02:03:27,10:31:50,2024-07-28,2024-07-28,pending,all,stopped
3593,523,de93ca01-f28e-425a-8cb2-843648de4684,00:35:55,08:22:21,01:22:05,23:47:22,2024-07-29,2024-07-29,pending,all,stopped
3594,479,de93ca01-f28e-425a-8cb2-843648de4684,07:33:25,22:53:45,05:42:55,18:23:46,2024-07-30,2024-07-30,pending,all,stopped
3595,468,de93ca01-f28e-425a-8cb2-843648de4684,03:17:58,22:17:14,00:52:07,05:30:37,2024-07-31,2024-07-31,pending,all,stopped
3596,529,de93ca01-f28e-425a-8cb2-843648de4684,00:55:12,20:53:13,06:19:23,09:10:13,2024-08-01,2024-08-01,pending,all,stopped
3597,542,61c0be53-39f9-4e23-ad7f-82800a03a966,09:02:15,22:28:35,05:33:36,11:58:15,2024-08-19,2024-08-19,pending,all,stopped
3598,408,61c0be53-39f9-4e23-ad7f-82800a03a966,04:08:48,13:03:42,03:27:55,16:31:30,2024-08-20,2024-08-20,pending,all,stopped
3599,570,61c0be53-39f9-4e23-ad7f-82800a03a966,00:05:22,06:53:34,06:31:02,18:59:53,2024-08-21,2024-08-21,pending,all,stopped
3600,503,61c0be53-39f9-4e23-ad7f-82800a03a966,19:40:05,19:51:16,06:18:59,10:14:15,2024-08-22,2024-08-22,pending,all,stopped
3601,583,61c0be53-39f9-4e23-ad7f-82800a03a966,06:24:55,06:36:14,02:25:45,04:01:42,2024-08-23,2024-08-23,pending,all,stopped
3602,479,d8b3eade-f9fa-411d-b058-145f0a9bf97c,06:31:07,07:39:05,08:20:48,20:44:49,2023-11-01,2023-11-01,pending,all,stopped
3603,516,d8b3eade-f9fa-411d-b058-145f0a9bf97c,04:18:34,05:48:15,02:09:09,12:55:43,2023-11-02,2023-11-02,pending,all,stopped
3604,549,d8b3eade-f9fa-411d-b058-145f0a9bf97c,18:51:07,19:19:07,05:39:22,10:59:23,2023-11-03,2023-11-03,pending,all,stopped
3605,420,d8b3eade-f9fa-411d-b058-145f0a9bf97c,09:48:42,19:12:02,11:49:14,16:15:44,2023-11-04,2023-11-04,pending,all,stopped
3606,532,d8b3eade-f9fa-411d-b058-145f0a9bf97c,11:26:03,12:34:45,03:35:37,14:23:43,2023-11-05,2023-11-05,pending,all,stopped
3607,578,b4b8ed17-b4e5-45b6-9d55-52c560045316,10:19:42,11:59:08,04:01:19,06:35:17,2024-07-16,2024-07-16,pending,all,stopped
3608,413,b4b8ed17-b4e5-45b6-9d55-52c560045316,01:15:33,02:11:15,08:15:23,09:19:50,2024-07-17,2024-07-17,pending,all,stopped
3609,521,b4b8ed17-b4e5-45b6-9d55-52c560045316,02:36:44,09:13:04,09:59:04,19:21:04,2024-07-18,2024-07-18,pending,all,stopped
3610,460,b4b8ed17-b4e5-45b6-9d55-52c560045316,08:37:59,19:02:03,15:11:15,19:33:05,2024-07-19,2024-07-19,pending,all,stopped
3611,475,b4b8ed17-b4e5-45b6-9d55-52c560045316,01:22:59,14:25:12,06:46:15,19:01:27,2024-07-20,2024-07-20,pending,all,stopped
3612,555,c07813d5-eed7-4717-8fb3-dca8cf0f50b1,03:46:56,09:19:32,14:17:28,14:34:12,2024-06-01,2024-06-01,pending,all,stopped
3613,516,c07813d5-eed7-4717-8fb3-dca8cf0f50b1,11:23:36,17:44:03,00:54:39,10:34:29,2024-06-02,2024-06-02,pending,all,stopped
3614,411,c07813d5-eed7-4717-8fb3-dca8cf0f50b1,17:52:20,20:47:35,07:23:34,20:05:09,2024-06-03,2024-06-03,pending,all,stopped
3615,500,c07813d5-eed7-4717-8fb3-dca8cf0f50b1,03:45:23,06:41:28,04:49:56,09:57:24,2024-06-04,2024-06-04,pending,all,stopped
3616,596,c07813d5-eed7-4717-8fb3-dca8cf0f50b1,05:52:32,11:42:23,13:01:21,21:51:22,2024-06-05,2024-06-05,pending,all,stopped
3617,575,fe477577-26a8-407b-9c6a-2df041d31423,02:49:27,19:55:47,00:50:14,22:37:26,2024-01-19,2024-01-19,pending,all,stopped
3618,424,fe477577-26a8-407b-9c6a-2df041d31423,04:01:15,12:12:52,04:57:29,13:17:45,2024-01-20,2024-01-20,pending,all,stopped
3619,530,fe477577-26a8-407b-9c6a-2df041d31423,14:02:46,17:59:50,05:49:10,14:27:54,2024-01-21,2024-01-21,pending,all,stopped
3620,412,fe477577-26a8-407b-9c6a-2df041d31423,12:00:34,22:25:51,05:51:30,18:57:49,2024-01-22,2024-01-22,pending,all,stopped
3621,523,fe477577-26a8-407b-9c6a-2df041d31423,02:35:13,07:43:33,04:01:53,11:09:56,2024-01-23,2024-01-23,pending,all,stopped
3622,588,9b542678-b510-4565-92ee-db6e8c11f22f,12:16:37,22:59:26,05:35:05,06:31:11,2024-07-02,2024-07-02,pending,all,stopped
3623,435,9b542678-b510-4565-92ee-db6e8c11f22f,04:11:27,07:03:04,04:51:50,12:26:11,2024-07-03,2024-07-03,pending,all,stopped
3624,499,9b542678-b510-4565-92ee-db6e8c11f22f,12:30:55,20:34:00,18:10:18,20:21:19,2024-07-04,2024-07-04,pending,all,stopped
3625,507,9b542678-b510-4565-92ee-db6e8c11f22f,11:28:04,11:33:27,15:45:21,17:28:20,2024-07-05,2024-07-05,pending,all,stopped
3626,473,9b542678-b510-4565-92ee-db6e8c11f22f,04:48:15,21:04:40,01:52:04,12:20:50,2024-07-06,2024-07-06,pending,all,stopped
3627,508,4fe61a5c-72a3-4538-9e84-4ad4f3a81ee4,06:05:15,13:24:14,16:35:33,17:22:47,2024-01-19,2024-01-19,pending,all,stopped
3628,457,4fe61a5c-72a3-4538-9e84-4ad4f3a81ee4,15:05:46,21:23:07,09:27:13,16:21:29,2024-01-20,2024-01-20,pending,all,stopped
3629,539,4fe61a5c-72a3-4538-9e84-4ad4f3a81ee4,10:57:32,13:23:49,01:29:35,14:56:32,2024-01-21,2024-01-21,pending,all,stopped
3630,592,4fe61a5c-72a3-4538-9e84-4ad4f3a81ee4,05:15:44,05:34:09,11:30:31,18:36:59,2024-01-22,2024-01-22,pending,all,stopped
3631,585,4fe61a5c-72a3-4538-9e84-4ad4f3a81ee4,04:07:40,12:04:44,08:33:13,17:35:12,2024-01-23,2024-01-23,pending,all,stopped
3632,550,5bbb606a-6b55-4682-8168-d2992dd4f740,02:30:11,05:49:34,12:55:22,13:18:59,2024-02-22,2024-02-22,pending,all,stopped
3633,561,5bbb606a-6b55-4682-8168-d2992dd4f740,07:10:57,07:19:44,08:49:01,18:13:10,2024-02-23,2024-02-23,pending,all,stopped
3634,539,5bbb606a-6b55-4682-8168-d2992dd4f740,15:22:41,20:50:00,06:35:14,10:25:28,2024-02-24,2024-02-24,pending,all,stopped
3635,587,5bbb606a-6b55-4682-8168-d2992dd4f740,07:33:19,15:15:04,07:47:56,23:49:09,2024-02-25,2024-02-25,pending,all,stopped
3636,405,5bbb606a-6b55-4682-8168-d2992dd4f740,02:19:48,12:49:39,08:09:49,08:45:18,2024-02-26,2024-02-26,pending,all,stopped
3637,470,1d1c423f-88a4-4eac-b23e-aca0204e290f,04:43:10,06:41:27,10:24:05,16:30:38,2024-05-29,2024-05-29,pending,all,stopped
3638,481,1d1c423f-88a4-4eac-b23e-aca0204e290f,01:02:26,16:44:21,04:36:26,14:46:33,2024-05-30,2024-05-30,pending,all,stopped
3639,551,1d1c423f-88a4-4eac-b23e-aca0204e290f,10:06:22,10:54:58,04:22:02,10:15:34,2024-05-31,2024-05-31,pending,all,stopped
3640,536,1d1c423f-88a4-4eac-b23e-aca0204e290f,05:00:05,23:36:53,03:19:17,19:41:26,2024-06-01,2024-06-01,pending,all,stopped
3641,595,1d1c423f-88a4-4eac-b23e-aca0204e290f,02:35:47,22:35:24,13:29:42,22:24:49,2024-06-02,2024-06-02,pending,all,stopped
3642,597,09e3f96e-d31c-4b58-bdc1-47ca18f0713b,00:19:24,12:28:32,04:51:38,11:06:01,2024-02-16,2024-02-16,pending,all,stopped
3643,542,09e3f96e-d31c-4b58-bdc1-47ca18f0713b,10:09:13,19:56:11,17:54:31,23:31:46,2024-02-17,2024-02-17,pending,all,stopped
3644,587,09e3f96e-d31c-4b58-bdc1-47ca18f0713b,08:21:05,15:25:15,17:07:45,18:51:23,2024-02-18,2024-02-18,pending,all,stopped
3645,580,09e3f96e-d31c-4b58-bdc1-47ca18f0713b,02:31:39,06:33:31,06:21:32,23:10:55,2024-02-19,2024-02-19,pending,all,stopped
3646,411,09e3f96e-d31c-4b58-bdc1-47ca18f0713b,07:53:33,13:45:33,05:43:38,09:59:33,2024-02-20,2024-02-20,pending,all,stopped
3647,413,be477ad7-3198-4086-ab87-7ac7bb92c824,04:03:51,16:40:26,02:53:09,09:38:48,2024-02-08,2024-02-08,pending,all,stopped
3648,420,be477ad7-3198-4086-ab87-7ac7bb92c824,10:59:25,13:41:02,06:10:01,19:57:35,2024-02-09,2024-02-09,pending,all,stopped
3649,574,be477ad7-3198-4086-ab87-7ac7bb92c824,01:01:48,16:20:46,15:51:49,22:59:03,2024-02-10,2024-02-10,pending,all,stopped
3650,515,be477ad7-3198-4086-ab87-7ac7bb92c824,16:31:12,18:28:03,03:47:11,20:22:30,2024-02-11,2024-02-11,pending,all,stopped
3651,427,be477ad7-3198-4086-ab87-7ac7bb92c824,07:21:50,10:08:16,10:31:18,21:57:05,2024-02-12,2024-02-12,pending,all,stopped
3652,548,af665be9-7e5e-4a33-8868-28e2c5852692,10:25:39,13:33:04,10:48:43,12:24:58,2023-12-24,2023-12-24,pending,all,stopped
